course,instructor,quarter,year,A,B,C,D,F,nLetterStudents,nPNPStudents,avgGPA,P,dept,S,su,Ap,Bp,Cp,Dp,Am,Bm,Cm,Dm,IP
WRIT    501B,DEAN C W,Fall,2009,0,0,0,0,0,0,0,0.0,0,WRIT,16,0.0,0,0,0,0,0,0,0,0,0
WRIT    500,BROWNING R,Fall,2009,0,0,0,0,0,0,0,0.0,0,WRIT,5,0.0,0,0,0,0,0,0,0,0,0
WRIT    109ST,BRADLEY N D,Fall,2009,19,0,0,0,2,26,0,3.619230769230769,0,WRIT,0,0.0,0,1,0,0,4,0,0,0,0
WRIT    109ST,LUNSFORD K J,Fall,2009,8,1,0,0,1,23,0,3.4565217391304346,0,WRIT,0,0.0,0,9,0,0,4,0,0,0,0
WRIT    109SS,PETRACCA M F,Fall,2009,13,2,0,1,0,24,0,3.675,0,WRIT,0,0.0,0,1,0,0,7,0,0,0,0
WRIT    109L,EK A A,Fall,2009,1,9,0,0,0,22,0,3.145454545454545,0,WRIT,0,0.0,0,7,1,0,3,0,1,0,0
WRIT    109L,WALLING O W,Fall,2009,2,5,0,0,0,23,0,3.1260869565217395,0,WRIT,0,0.0,1,6,3,0,3,2,1,0,0
WRIT    109JW,MIZRAHI J L,Fall,2009,0,6,0,0,1,23,0,3.0173913043478264,0,WRIT,0,0.0,0,7,0,0,4,5,0,0,0
WRIT    109HU,HUK P M,Fall,2009,1,2,0,0,0,25,0,3.4640000000000004,0,WRIT,0,0.0,0,7,0,0,13,2,0,0,0
WRIT    109HP,MIZRAHI J L,Fall,2009,4,4,0,0,0,16,0,3.4625,0,WRIT,0,0.0,0,2,1,0,5,0,0,0,0
WRIT    109EC,CATALINI J P,Fall,2009,7,1,1,0,0,24,0,3.5875,0,WRIT,0,0.0,0,6,0,0,9,0,0,0,0
WRIT    109EC,COKLIN L,Fall,2009,7,13,0,0,0,50,0,3.236,0,WRIT,0,0.0,0,16,2,0,5,7,0,0,0
WRIT    109EC,GENOVA G L,Fall,2009,4,1,0,0,0,23,0,3.5869565217391304,0,WRIT,0,0.0,1,6,0,0,10,1,0,0,0
WRIT    109EC,HANSON J L,Fall,2009,7,6,0,0,1,50,0,3.346,0,WRIT,0,0.0,1,17,1,0,13,4,0,0,0
WRIT    109EC,MCHUGH P,Fall,2009,11,4,0,0,0,50,0,3.522,0,WRIT,0,0.0,0,16,0,0,16,3,0,0,0
WRIT     50,AVERY L K,Fall,2009,3,4,2,0,0,23,0,3.239130434782609,0,WRIT,0,0.0,1,8,1,0,3,1,0,0,0
WRIT     50,COKLIN L,Fall,2009,2,5,3,0,1,25,0,2.8080000000000003,0,WRIT,0,0.0,0,2,2,0,4,5,1,0,0
WRIT     50,GENOVA G L,Fall,2009,1,4,0,0,1,21,0,2.9714285714285715,0,WRIT,0,0.0,1,3,3,0,5,2,1,0,0
WRIT     50,KRUT R M,Fall,2009,8,3,0,0,1,25,0,3.5000000000000004,0,WRIT,0,0.0,0,4,0,0,9,0,0,0,0
WRIT     50,MCHUGH P,Fall,2009,7,1,0,0,0,24,0,3.641666666666667,0,WRIT,0,0.0,0,7,0,0,9,0,0,0,0
WRIT      2E,HUK P M,Fall,2009,3,1,0,0,0,23,0,3.630434782608696,0,WRIT,0,0.0,0,2,0,0,16,1,0,0,0
WRIT      2,BROWNING R,Fall,2009,8,1,0,0,0,25,0,3.472,0,WRIT,0,0.0,0,6,0,0,6,3,1,0,0
WRIT      2,COTICH C,Fall,2009,0,10,2,0,1,24,0,2.704166666666666,0,WRIT,0,0.0,0,4,1,2,2,2,0,0,0
WRIT      2,EK A A,Fall,2009,7,6,1,0,0,50,0,3.34,0,WRIT,0,0.0,0,18,0,0,12,5,1,0,0
WRIT      2,MACKER E A,Fall,2009,0,3,0,0,1,18,0,2.688888888888889,0,WRIT,0,0.0,0,2,2,2,5,2,1,0,0
WRIT      2,MILLER L A,Fall,2009,1,10,0,0,0,25,0,3.272,0,WRIT,0,0.0,0,5,0,0,7,2,0,0,0
WRIT      1,AVERY L K,Fall,2009,3,2,0,0,0,24,0,3.420833333333333,0,WRIT,0,0.0,0,8,0,0,8,3,0,0,0
WRIT      1,COTICH C,Fall,2009,0,7,3,0,0,17,0,2.594117647058824,0,WRIT,0,0.0,0,0,2,0,1,2,2,0,0
WRIT      1,KRUT R M,Fall,2009,0,8,2,0,0,18,0,2.9,0,WRIT,0,0.0,0,5,1,0,0,2,0,0,0
WRIT      1,MIELE I,Fall,2009,2,5,0,0,0,22,0,3.386363636363636,0,WRIT,0,0.0,0,10,0,0,5,0,0,0,0
WRIT      1,VALLIS D L,Fall,2009,5,5,0,0,0,18,0,3.455555555555556,0,WRIT,0,0.0,0,6,0,0,2,0,0,0,0
THTR    500,MILLS J S,Fall,2009,0,0,0,0,0,0,0,0.0,0,THTR,5,0.0,0,0,0,0,0,0,0,0,0
THTR    188TP,WILLIAMS S,Fall,2009,5,6,0,0,1,32,0,3.253125,0,THTR,0,0.0,1,6,2,0,8,3,0,0,0
THTR    180E,MORTON C,Fall,2009,23,1,0,0,1,34,0,3.620588235294118,0,THTR,0,0.0,0,3,0,0,2,4,0,0,0
THTR    180B,KING W D,Fall,2009,4,5,2,0,2,39,0,3.069230769230769,0,THTR,0,0.0,1,11,1,0,7,6,0,0,0
THTR    149,APPEL I J,Fall,2009,5,0,0,0,0,5,0,4.0,0,THTR,0,0.0,0,0,0,0,0,0,0,0,0
THTR    149,SCOTT V,Fall,2009,16,0,0,0,0,18,0,3.961111111111111,0,THTR,0,0.0,1,1,0,0,0,0,0,0,0
THTR    149,WHITAKER T O,Fall,2009,11,0,0,0,0,11,0,4.0,0,THTR,0,0.0,0,0,0,0,0,0,0,0,0
THTR    129,LAYTON A M,Fall,2009,14,0,0,0,0,18,0,3.966666666666667,0,THTR,0,0.0,2,0,0,0,2,0,0,0,0
THTR     49,SCOTT V,Fall,2009,12,0,0,0,0,12,0,4.0,0,THTR,0,0.0,0,0,0,0,0,0,0,0,0
THTR     29D,SCOTT V,Fall,2009,15,0,0,0,2,17,0,3.5294117647058822,0,THTR,0,0.0,0,0,0,0,0,0,0,0,0
THTR     21,LAYTON A M,Fall,2009,8,0,0,0,0,10,0,4.0,0,THTR,0,0.0,2,0,0,0,0,0,0,0,0
THTR     19,LAYTON A M,Fall,2009,19,1,1,0,0,30,0,3.826666666666666,0,THTR,0,0.0,3,1,0,0,5,0,0,0,0
THTR     15A,TORSIGLIERI A,Fall,2009,5,2,0,0,0,13,0,3.646153846153846,0,THTR,0,0.0,0,2,0,0,4,0,0,0,0
THTR     11A,MORGAN M,Fall,2009,25,0,0,0,0,25,0,4.0,0,THTR,0,0.0,0,0,0,0,0,0,0,0,0
THTR      5,MILLS J S,Fall,2009,37,7,0,0,0,75,0,3.609333333333333,0,THTR,0,0.0,0,9,0,1,17,2,1,1,0
THTR      1,KING W D,Fall,2009,11,7,1,1,0,50,0,3.448,0,THTR,0,0.0,0,8,1,0,19,2,0,0,0
SPAN    591,MARQUES-PASCU,Fall,2009,0,0,0,0,0,0,0,0.0,0,SPAN,20,0.0,0,0,0,0,0,0,0,0,0
SPAN    294A,POOT-HERRERA,Fall,2009,6,0,0,0,0,8,0,3.9625,0,SPAN,0,0.0,1,0,0,0,1,0,0,0,0
SPAN    212,SHARRER H L,Fall,2009,5,0,0,0,0,5,0,4.0,0,SPAN,0,0.0,0,0,0,0,0,0,0,0,0
SPAN    188,CASTILLO J L,Fall,2009,3,16,3,3,5,52,0,2.6634615384615383,0,SPAN,0,0.0,1,9,4,0,5,3,0,0,0
SPAN    140A,CHECA J,Fall,2009,12,6,5,1,0,58,0,3.268965517241379,0,SPAN,0,0.0,4,9,1,1,13,5,1,0,0
SPAN    139,MCCRACKEN E,Fall,2009,1,3,3,2,1,27,0,2.203703703703704,0,SPAN,0,0.0,0,3,3,0,1,1,9,0,0
SPAN    120B,MCCRACKEN E,Fall,2009,4,4,4,1,0,34,0,2.9088235294117646,0,SPAN,0,0.0,2,4,2,0,4,6,3,0,0
SPAN    110A,CORTIJO A,Fall,2009,5,28,0,0,2,79,0,3.1291139240506327,0,SPAN,0,0.0,0,19,0,0,13,12,0,0,0
SPAN    100,MIGLIO V G,Fall,2009,12,17,22,5,1,129,0,2.806201550387597,0,SPAN,0,0.0,12,14,11,5,14,10,5,1,0
SPAN     25,JEFFERSON M E,Fall,2009,9,2,0,0,0,30,0,3.576666666666667,0,SPAN,0,0.0,2,8,1,0,7,1,0,0,0
SPAN     16A,JEFFERSON M E,Fall,2009,8,4,1,0,2,32,0,3.2625,0,SPAN,0,0.0,1,7,0,0,7,2,0,0,0
SPAN      6,MARQUES-PASCU,Fall,2009,19,11,3,0,3,77,0,3.1545454545454543,0,SPAN,0,0.0,0,14,3,0,13,9,1,1,0
SPAN      5,MARQUES-PASCU,Fall,2009,4,17,3,1,2,54,0,2.9314814814814816,0,SPAN,0,0.0,0,8,1,0,9,7,2,0,0
SPAN      3,MARQUES-PASCU,Fall,2009,7,23,7,5,4,85,0,2.641176470588235,0,SPAN,0,0.0,2,6,5,5,11,6,3,1,0
SPAN      2,MARQUES-PASCU,Fall,2009,10,10,2,1,0,46,0,3.3021739130434784,0,SPAN,0,0.0,0,5,3,0,13,2,0,0,0
SPAN      1,MARQUES-PASCU,Fall,2009,11,12,3,0,2,53,0,3.145283018867924,0,SPAN,0,0.0,0,6,1,0,11,6,1,0,0
SOC     599,CRUZ J D,Fall,2009,0,0,0,0,0,0,0,0.0,0,SOC,5,0.0,0,0,0,0,0,0,0,0,0
SOC     591,HARTHORN B H,Fall,2009,0,0,0,0,0,0,0,0.0,0,SOC,6,0.0,0,0,0,0,0,0,0,0,0
SOC     205A,CHARLES M,Fall,2009,7,1,0,0,0,12,0,3.8166666666666655,0,SOC,0,0.0,0,0,0,0,4,0,0,0,0
SOC     185S,SCHNEIDER B E,Fall,2009,5,19,10,0,2,70,0,2.8742857142857146,0,SOC,0,0.0,0,14,5,0,6,9,0,0,0
SOC     185D,GIL O F,Fall,2009,15,4,0,0,0,53,0,3.726415094339623,0,SOC,0,0.0,7,6,0,0,21,0,0,0,0
SOC     174,JONES N J,Fall,2009,5,21,7,4,3,84,0,2.7583333333333333,0,SOC,0,0.0,1,9,7,0,13,10,3,1,0
SOC     167,SUTTON J R,Fall,2009,24,9,0,0,1,94,0,3.487234042553192,0,SOC,0,0.0,0,26,2,0,29,2,1,0,0
SOC     155T,TWINE F W,Fall,2009,25,2,0,0,0,66,0,3.8651515151515152,0,SOC,0,0.0,22,2,0,0,14,1,0,0,0
SOC     152A,BALDWIN J D,Fall,2009,85,124,90,39,19,576,0,2.75,0,SOC,0,0.0,5,24,48,0,69,64,9,0,0
SOC     152A,BALDWIN J I,Fall,2009,85,124,90,39,19,576,0,2.75,0,SOC,0,0.0,5,24,48,0,69,64,9,0,0
SOC     142,BALDWIN J D,Fall,2009,31,35,40,3,7,161,0,2.7596273291925466,0,SOC,0,0.0,4,15,6,0,1,17,2,0,0
SOC     139C,DANIEL R,Fall,2009,5,7,0,0,1,61,0,2.811475409836066,0,SOC,0,0.0,1,9,6,1,9,12,9,1,0
SOC     134,LIPSITZ G R,Fall,2009,17,20,19,2,1,95,0,3.067368421052632,0,SOC,0,0.0,20,4,3,0,3,2,4,0,0
SOC     122GI,ROBINSON W I,Fall,2009,41,24,3,0,1,171,0,3.5608187134502924,0,SOC,0,0.0,41,11,6,0,36,6,2,0,0
SOC     108ST,GEORGE A M,Fall,2009,9,8,1,0,1,61,0,3.318032786885245,0,SOC,0,0.0,0,23,2,0,14,3,0,0,0
SOC     108F,HIDALGO D A,Fall,2009,9,5,3,1,3,50,0,2.926,0,SOC,0,0.0,0,6,3,1,11,6,2,0,0
SOC     108C,COLE N L,Fall,2009,16,1,0,0,0,45,0,3.7577777777777777,0,SOC,0,0.0,11,5,2,0,10,0,0,0,0
SOC       1H,MOHR J,Fall,2009,14,0,0,0,0,14,0,4.0,0,SOC,0,0.0,0,0,0,0,0,0,0,0,0
SOC       1,MOHR J,Fall,2009,73,85,18,0,4,403,0,3.216625310173697,0,SOC,0,0.0,28,60,17,1,69,30,14,4,0
SLAV    164B,MCCLAIN K L,Fall,2009,8,2,0,0,0,17,0,3.752941176470588,0,SLAV,0,0.0,1,1,0,0,5,0,0,0,0
SLAV    130A,SPIEKER S,Fall,2009,0,6,1,1,2,27,0,2.6703703703703705,0,SLAV,0,0.0,0,9,3,0,1,4,0,0,0
SLAV    117I,SPIEKER S,Fall,2009,4,4,0,0,0,24,0,3.275,0,SLAV,0,0.0,0,8,1,0,3,4,0,0,0
SLAV    101A,MCLELLAN L,Fall,2009,8,2,1,0,0,15,0,3.56,0,SLAV,0,0.0,0,1,0,0,2,1,0,0,0
SLAV      4,MCLELLAN L,Fall,2009,0,1,0,0,0,1,0,3.0,0,SLAV,0,0.0,0,0,0,0,0,0,0,0,0
SLAV      1,MCCLAIN K L,Fall,2009,7,3,0,0,0,20,0,3.58,0,SLAV,0,0.0,2,4,1,0,3,0,0,0,0
SLAV      1,MCLELLAN L,Fall,2009,9,4,0,0,2,21,0,3.3,0,SLAV,0,0.0,3,1,1,0,1,0,0,0,0
SHS     128,DANHAUER J L,Fall,2009,10,3,4,0,1,22,0,3.2,0,SHS,0,0.0,2,0,0,0,1,0,1,0,0
SHS     122,INGHAM R J,Fall,2009,1,0,0,0,0,7,0,3.414285714285714,0,SHS,0,0.0,1,3,1,0,1,0,0,0,0
SHS     120,INGHAM J,Fall,2009,6,3,0,0,0,14,0,3.1928571428571426,0,SHS,0,0.0,0,1,1,0,0,1,2,0,0
SHS      50,INGHAM J,Fall,2009,5,6,3,1,5,32,0,2.35625,0,SHS,0,0.0,0,2,2,1,2,2,3,0,0
RG ST   599,HOLDREGE B A,Fall,2009,0,0,0,0,0,0,0,0.0,0,RG,5,0.0,0,0,0,0,0,0,0,0,0
RG ST   597,ALBANESE C L,Fall,2009,0,0,0,0,0,0,0,0.0,0,RG,6,0.0,0,0,0,0,0,0,0,0,0
RG ST   266R,BUSTO R V,Fall,2009,7,0,0,0,1,9,0,3.522222222222222,0,RG,0,0.0,0,0,0,0,1,0,0,0,0
RG ST   247,TALAMANTEZ I,Fall,2009,6,0,0,0,0,7,0,3.957142857142857,0,RG,0,0.0,0,0,0,0,1,0,0,0,0
RG ST   243,ROOF W C,Fall,2009,9,1,0,0,0,11,0,3.8818181818181823,0,RG,2,0.0,0,0,0,0,1,0,0,0,0
RG ST   206B,HOLDREGE B A,Fall,2009,3,0,0,0,2,8,0,2.8375,0,RG,1,0.0,0,1,0,0,2,0,0,0,0
RG ST   200D,FRIEDLAND R O,Fall,2009,6,3,0,0,0,15,0,3.6,0,RG,0,0.0,0,3,0,0,3,0,0,0,0
RG ST   200A,TAVES A,Fall,2009,7,0,0,0,0,16,0,3.8375,0,RG,0,0.0,3,2,0,0,4,0,0,0,0
RG ST   183B,YANG M,Fall,2009,5,4,1,0,2,42,0,2.952380952380953,0,RG,0,0.0,2,7,7,0,7,5,2,0,0
RG ST   169,WHITE D G,Fall,2009,6,7,2,1,3,41,0,2.8878048780487804,0,RG,0,0.0,4,6,1,1,4,4,2,0,0
RG ST   166A,POWELL W,Fall,2009,6,2,2,4,1,28,0,2.6928571428571426,0,RG,0,0.0,3,2,1,1,2,2,1,1,0
RG ST   159A,HILLIS G A,Fall,2009,1,0,0,0,0,13,0,3.515384615384616,0,RG,0,0.0,1,4,1,0,6,0,0,0,0
RG ST   148A,EL OMARI R M,Fall,2009,7,1,0,0,0,14,0,3.564285714285714,0,RG,0,0.0,1,3,1,0,0,1,0,0,0
RG ST   140E,MOORE K M,Fall,2009,14,3,0,0,1,31,0,3.4161290322580653,0,RG,0,0.0,0,3,0,0,7,1,1,1,0
RG ST   123,BUSTO R V,Fall,2009,14,1,2,0,2,31,0,3.141935483870968,0,RG,0,0.0,0,3,2,0,3,2,2,0,0
RG ST   115A,SURIANO M J,Fall,2009,12,19,2,0,1,63,0,3.304761904761905,0,RG,0,0.0,1,5,1,0,17,5,0,0,0
RG ST   106,CARLSON T A,Fall,2009,3,4,3,0,2,32,0,2.85625,0,RG,0,0.0,0,7,1,1,5,6,0,0,0
RG ST   104,FRIEDLAND R O,Fall,2009,5,3,0,0,1,17,0,3.3058823529411763,0,RG,0,0.0,0,1,0,0,5,2,0,0,0
RG ST   104,TUTINO S,Fall,2009,5,3,0,0,1,17,0,3.3058823529411763,0,RG,0,0.0,0,1,0,0,5,2,0,0,0
RG ST    57A,OLADIGHADIKOL,Fall,2009,11,1,0,0,1,35,0,3.631428571428572,0,RG,0,0.0,9,4,1,0,7,1,0,0,0
RG ST    30D,HILLIS G A,Fall,2009,2,1,0,0,0,8,0,3.375,0,RG,0,0.0,1,1,1,0,1,1,0,0,0
RG ST    17A,GARR W R,Fall,2009,3,1,1,1,5,21,0,2.1333333333333333,0,RG,0,0.0,0,2,6,0,1,1,0,0,0
RG ST    14,TALAMANTEZ I,Fall,2009,11,28,3,5,1,126,0,3.036507936507937,0,RG,0,0.0,0,24,9,2,27,14,2,0,0
RG ST    10D,CAMPO M,Fall,2009,9,6,0,1,0,32,0,3.0625,0,RG,0,0.0,0,3,0,0,3,5,5,0,0
RG ST    10A,CAMPO M,Fall,2009,16,7,0,0,4,59,0,3.238983050847457,0,RG,0,0.0,7,11,0,0,6,6,2,0,0
RG ST     7,ALBANESE C L,Fall,2009,29,47,15,5,2,199,0,3.030150753768844,0,RG,0,0.0,5,25,12,1,30,21,7,0,0
RG ST     1,HILLIS G A,Fall,2009,37,11,1,0,4,106,0,3.533018867924529,0,RG,0,0.0,22,11,1,1,15,3,0,0,0
PSY     596,ASHBY F G,Fall,2009,0,0,0,0,0,0,0,0.0,0,PSY,5,0.0,0,0,0,0,0,0,0,0,0
PSY     594SG,GABLE S,Fall,2009,3,0,0,0,0,4,0,3.925,0,PSY,13,0.0,0,0,0,0,1,0,0,0,0
PSY     593,ETTENBERG A,Fall,2009,0,0,0,0,0,0,0,0.0,0,PSY,12,0.0,0,0,0,0,0,0,0,0,0
PSY     592JB,BLASCOVICH J,Fall,2009,0,0,0,0,0,0,0,0.0,0,PSY,21,0.0,0,0,0,0,0,0,0,0,0
PSY     592BG,GIESBRECHT B,Fall,2009,0,0,0,0,0,0,0,0.0,0,PSY,21,0.0,0,0,0,0,0,0,0,0,0
PSY     590A,HEGARTY M,Fall,2009,0,0,0,0,0,0,0,0.0,0,PSY,8,0.0,0,0,0,0,0,0,0,0,0
PSY     242,BLASCOVICH J,Fall,2009,2,0,0,0,0,8,0,3.475,0,PSY,0,0.0,0,6,0,0,0,0,0,0,0
PSY     228,ECKSTEIN M P,Fall,2009,4,1,0,0,0,11,0,3.8181818181818175,0,PSY,0,0.0,4,1,0,0,1,0,0,0,0
PSY     221A,HELIE S,Fall,2009,4,2,0,0,0,9,0,3.6333333333333337,0,PSY,0,0.0,0,1,0,0,2,0,0,0,0
PSY     199P,BLASCOVICH J,Fall,2009,0,0,0,0,0,0,7,0.0,7,PSY,0,0.0,0,0,0,0,0,0,0,0,0
PSY     199P,ECKSTEIN M P,Fall,2009,0,0,0,0,0,0,9,0.0,9,PSY,0,0.0,0,0,0,0,0,0,0,0,0
PSY     199P,KLEIN S B,Fall,2009,0,0,0,0,0,0,5,0.0,5,PSY,0,0.0,0,0,0,0,0,0,0,0,0
PSY     199P,RONEY J R,Fall,2009,0,0,0,0,0,0,8,0.0,8,PSY,0,0.0,0,0,0,0,0,0,0,0,0
PSY     199,BLASCOVICH J,Fall,2009,5,0,0,0,0,5,0,4.0,0,PSY,0,0.0,0,0,0,0,0,0,0,0,0
PSY     199,ECKSTEIN M P,Fall,2009,3,0,0,0,0,5,0,4.0,0,PSY,0,0.0,2,0,0,0,0,0,0,0,0
PSY     199,GABLE S,Fall,2009,6,0,0,0,0,6,0,4.0,0,PSY,0,0.0,0,0,0,0,0,0,0,0,0
PSY     199,KIM H S,Fall,2009,6,0,0,0,0,6,0,4.0,0,PSY,0,0.0,0,0,0,0,0,0,0,0,0
PSY     199,RONEY J R,Fall,2009,8,0,0,0,0,8,0,4.0,0,PSY,0,0.0,0,0,0,0,0,0,0,0,0
PSY     199,SHERMAN D A,Fall,2009,5,0,0,0,0,5,0,4.0,0,PSY,0,0.0,0,0,0,0,0,0,0,0,0
PSY     168,REESE B E,Fall,2009,5,6,0,0,4,39,0,2.6410256410256414,0,PSY,0,0.0,2,4,4,3,4,5,1,1,0
PSY     146,RONEY J R,Fall,2009,14,58,21,5,4,192,0,2.804166666666667,0,PSY,0,0.0,0,20,12,2,20,30,6,0,0
PSY     142,COSMIDES L,Fall,2009,19,10,5,2,3,112,0,3.0249999999999995,0,PSY,0,0.0,3,20,5,3,23,12,5,2,0
PSY     128,MAYER R E,Fall,2009,29,14,7,4,1,111,0,3.1162162162162166,0,PSY,0,0.0,1,21,7,1,12,11,3,0,0
PSY     120L,KIM H S,Fall,2009,8,25,2,0,3,85,0,3.06,0,PSY,0,0.0,2,15,5,1,15,8,1,0,0
PSY     117,SCHOOLER J W,Fall,2009,10,11,17,5,10,92,0,2.519565217391304,0,PSY,0,0.0,9,8,8,2,4,8,0,0,0
PSY     112L,SHERMAN D A,Fall,2009,6,3,0,0,1,31,0,3.2096774193548385,0,PSY,0,0.0,0,10,3,0,5,3,0,0,0
PSY     111L,BEN-SHAHAR O,Fall,2009,10,10,2,1,2,49,0,3.048979591836735,0,PSY,0,0.0,2,7,3,0,5,6,1,0,0
PSY     102,KLEIN S B,Fall,2009,19,63,42,10,14,358,0,2.559217877094972,0,PSY,0,0.0,0,52,41,9,28,47,26,7,0
PSY       7,REVLIN R,Fall,2009,50,53,59,35,1,313,0,2.493610223642173,0,PSY,0,0.0,0,21,29,0,0,22,43,0,0
PSY       5,GIESBRECHT B,Fall,2009,9,12,16,3,12,121,0,2.3595041322314048,0,PSY,0,0.0,4,12,13,0,8,9,23,0,0
PSY       3,JANUSONIS S,Fall,2009,17,72,28,9,13,247,0,2.5461538461538464,0,PSY,0,0.0,1,19,24,12,19,18,13,2,0
PSY       1,FRIDLUND A J,Fall,2009,171,266,150,56,38,812,0,2.684236453201971,0,PSY,0,0.0,1,27,18,6,24,26,20,9,0
PSTAT   501,HOLMES D E,Fall,2009,0,0,0,0,0,0,0,0.0,0,PSTAT,7,0.0,0,0,0,0,0,0,0,0,0
PSTAT   263,MEIRING W,Fall,2009,0,0,0,0,0,0,0,0.0,0,PSTAT,8,0.0,0,0,0,0,0,0,0,0,0
PSTAT   223A,FOUQUE J-P,Fall,2009,2,0,0,0,0,6,0,3.95,0,PSTAT,0,0.0,3,0,0,0,1,0,0,0,0
PSTAT   174,MEIRING W,Fall,2009,5,4,0,0,1,21,0,2.995238095238096,0,PSTAT,0,0.0,0,4,3,0,1,2,1,0,0
PSTAT   171,LUDKOVSKI M,Fall,2009,3,4,4,0,2,25,0,2.532,0,PSTAT,0,0.0,1,1,5,0,1,2,2,0,0
PSTAT   130,HOLMES D E,Fall,2009,4,3,0,0,0,25,0,3.3960000000000004,0,PSTAT,0,0.0,1,5,0,0,7,5,0,0,0
PSTAT   120B,HINKLEY D,Fall,2009,2,4,4,1,0,19,0,2.494736842105264,0,PSTAT,0,0.0,0,1,2,0,0,2,3,0,0
PSTAT   120A,GALLOWAY M L,Fall,2009,3,4,6,4,37,96,0,1.598958333333333,0,PSTAT,0,0.0,1,6,11,1,13,1,6,3,0
PSTAT     5LS,HOLMES D E,Fall,2009,2,3,3,2,1,18,0,2.35,0,PSTAT,0,0.0,0,0,3,1,1,2,0,0,0
PSTAT     5E,TASHMAN A P,Fall,2009,5,2,3,0,1,24,0,2.8541666666666665,0,PSTAT,0,0.0,0,3,6,0,2,2,0,0,0
PSTAT     5A,PAUL S R,Fall,2009,14,9,1,0,4,49,0,3.0693877551020408,0,PSTAT,0,0.0,1,6,1,2,7,4,0,0,0
PORT    183HS,SHARRER H L,Fall,2009,0,0,0,0,2,5,0,1.98,0,PORT,0,0.0,0,3,0,0,0,0,0,0,0
PORT    102A,SANTANA-PAIXA,Fall,2009,4,1,0,0,0,9,0,3.744444444444445,0,PORT,0,0.0,1,1,0,0,2,0,0,0,0
PORT      4,MARQUES-PASCU,Fall,2009,2,4,0,0,0,14,0,3.307142857142857,0,PORT,0,0.0,1,4,0,0,1,2,0,0,0
PORT      1,MARQUES-PASCU,Fall,2009,14,11,5,1,1,56,0,3.0875,0,PORT,0,0.0,1,8,5,0,5,4,1,0,0
POL S   599,DIGESER P,Fall,2009,0,0,0,0,0,0,0,0.0,0,POL,7,0.0,0,0,0,0,0,0,0,0,0
POL S   595A,GLASGOW G E,Fall,2009,0,0,0,0,0,0,0,0.0,0,POL,26,0.0,0,0,0,0,0,0,0,0,0
POL S   231,BRUHN K,Fall,2009,2,0,0,0,0,6,0,3.6666666666666665,0,POL,0,0.0,0,2,0,0,2,0,0,0,0
POL S   226,COHEN B J,Fall,2009,2,0,0,0,0,5,0,3.74,0,POL,0,0.0,0,1,0,0,2,0,0,0,0
POL S   215,WEATHERFORD M,Fall,2009,3,1,0,0,0,9,0,3.7222222222222223,0,POL,0,0.0,0,0,0,0,5,0,0,0,0
POL S   204,JENNINGS M K,Fall,2009,3,0,0,0,0,11,0,3.7454545454545456,0,POL,0,0.0,0,1,0,0,7,0,0,0,0
POL S   197A,BIMBER B,Fall,2009,6,0,0,0,0,8,0,3.925,0,POL,0,0.0,0,0,0,0,2,0,0,0,0
POL S   188,NORRIS A,Fall,2009,1,4,2,2,0,38,0,2.8026315789473686,0,POL,0,0.0,0,6,6,0,6,10,1,0,0
POL S   186,COHEN B J,Fall,2009,8,33,8,1,0,129,0,3.0527131782945727,0,POL,0,0.0,1,22,10,0,26,17,2,1,0
POL S   180,MCDONNELL L M,Fall,2009,2,12,3,0,3,45,0,2.6422222222222222,0,POL,0,0.0,0,6,8,0,1,10,0,0,0
POL S   162,SANTORI G C,Fall,2009,17,11,0,0,4,56,0,3.146428571428572,0,POL,0,0.0,0,5,4,0,9,6,0,0,0
POL S   134,BRUHN K,Fall,2009,7,14,5,0,2,63,0,2.852380952380952,0,POL,0,0.0,0,2,9,1,12,8,3,0,0
POL S   115,BINION G N,Fall,2009,2,21,17,0,2,111,0,2.690990990990992,0,POL,0,0.0,0,13,15,1,10,27,3,0,0
POL S   105,REYES C A,Fall,2009,4,22,4,1,0,79,0,3.0582278481012657,0,POL,0,0.0,0,13,2,0,15,17,1,0,0
POL S   104,WEATHERFORD M,Fall,2009,10,20,11,0,8,61,0,2.4885245901639346,0,POL,0,0.0,0,2,2,0,2,1,5,0,0
POL S     7,RAUCHHAUS R,Fall,2009,7,33,19,5,10,181,0,2.520994475138122,0,POL,0,0.0,0,27,17,5,15,23,20,0,0
PHYS CS  31,BEN-YAACOV I,Fall,2009,0,0,0,0,0,0,25,0.0,25,PHYS,0,0.0,0,0,0,0,0,0,0,0,0
PHYS CS  31,ROIG F S,Fall,2009,0,0,0,0,0,0,25,0.0,25,PHYS,0,0.0,0,0,0,0,0,0,0,0,0
PHYS CS  15A,LIPMAN E A,Fall,2009,0,0,0,0,0,0,17,0.0,17,PHYS,0,0.0,0,0,0,0,0,0,0,0,0
PHYS    596,AWSCHALOM D D,Fall,2009,0,0,0,0,0,0,0,0.0,0,PHYS,10,0.0,0,0,0,0,0,0,0,0,0
PHYS    596,MARTINIS J,Fall,2009,0,0,0,0,0,0,0,0.0,0,PHYS,8,0.0,0,0,0,0,0,0,0,0,0
PHYS    260H,OH S P,Fall,2009,0,0,0,0,0,0,0,0.0,0,PHYS,8,0.0,0,0,0,0,0,0,0,0,0
PHYS    260D,HOROWITZ G,Fall,2009,0,0,0,0,0,0,0,0.0,0,PHYS,7,0.0,0,0,0,0,0,0,0,0,0
